PurchaseGoodsReceiptKey,ReceiptDateKey,PostingDateKey,DocumentDateKey,ReceiptTimeOfDayKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,ReceiverEmployeeKey,PurchaseReceiptStatusKey,UnitOfMeasureKey,CurrencyKey,GoodsReceiptNumber,GoodsReceiptLineNumber,ReceivedQuantity,AcceptedQuantity,RejectedQuantity,ReceiptAmount,SourceSystemKey,BatchId,LoadedAtUtc
5054,20260529,20260603,20260601,780,396,255,348,313,287,7,6,2,PGR005054,5054,537.9000,537.9000,537.9000,6933.9800,1,1,2026-08-24T00:00:00.000
5055,20260711,20260804,20260730,69600,210,170,267,180,148,4,6,1,PGR005055,5055,538.6000,538.6000,538.6000,6935.3500,1,1,2026-08-24T00:00:00.000
5056,20260824,20260629,20260725,41820,464,71,206,110,223,6,7,3,PGR005056,5056,539.3000,539.3000,539.3000,6936.7200,1,1,2026-08-24T00:00:00.000
5057,20260528,20260820,20260716,22020,278,65,84,32,318,7,3,4,PGR005057,5057,540.0000,540.0000,540.0000,6938.0900,1,1,2026-08-24T00:00:00.000
5058,20260628,20260813,20260529,47100,457,221,57,171,130,4,4,5,PGR005058,5058,540.7000,540.7000,540.7000,6939.4600,1,1,2026-08-24T00:00:00.000
5059,20260808,20260618,20260808,16740,338,135,75,271,163,1,7,1,PGR005059,5059,541.4000,541.4000,541.4000,6940.8300,1,1,2026-08-24T00:00:00.000
5060,20260725,20260621,20260606,45000,241,340,199,310,408,8,3,3,PGR005060,5060,542.1000,542.1000,542.1000,6942.2000,1,1,2026-08-24T00:00:00.000
5061,20260628,20260625,20260616,60240,60,472,234,24,300,4,4,3,PGR005061,5061,542.8000,542.8000,542.8000,6943.5700,1,1,2026-08-24T00:00:00.000
5062,20260714,20260721,20260728,21180,342,386,159,335,382,2,1,1,PGR005062,5062,543.5000,543.5000,543.5000,6944.9400,1,1,2026-08-24T00:00:00.000
5063,20260802,20260701,20260630,34860,107,125,150,46,356,6,7,5,PGR005063,5063,544.2000,544.2000,544.2000,6946.3100,1,1,2026-08-24T00:00:00.000
5064,20260611,20260706,20260618,6060,464,306,445,324,426,8,7,4,PGR005064,5064,544.9000,544.9000,544.9000,6947.6800,1,1,2026-08-24T00:00:00.000
5065,20260608,20260610,20260709,70380,284,275,50,316,8,1,2,2,PGR005065,5065,545.6000,545.6000,545.6000,6949.0500,1,1,2026-08-24T00:00:00.000
5066,20260616,20260818,20260621,74580,398,24,-1,19,-1,1,6,5,PGR005066,5066,546.3000,546.3000,546.3000,6950.4200,1,1,2026-08-24T00:00:00.000
5067,20260617,20260612,20260810,71040,290,293,309,265,147,3,7,5,PGR005067,5067,547.0000,547.0000,547.0000,6951.7900,1,1,2026-08-24T00:00:00.000
5068,20260717,20260711,20260616,7380,477,124,393,140,453,6,5,5,PGR005068,5068,547.7000,547.7000,547.7000,6953.1600,1,1,2026-08-24T00:00:00.000
5069,20260707,20260808,20260603,73380,99,129,47,200,105,6,7,2,PGR005069,5069,548.4000,548.4000,548.4000,6954.5300,1,1,2026-08-24T00:00:00.000
5070,20260613,20260823,20260811,240,151,195,257,270,368,6,7,4,PGR005070,5070,549.1000,549.1000,549.1000,6955.9000,1,1,2026-08-24T00:00:00.000
5071,20260716,20260714,20260618,73680,450,495,427,177,371,7,3,5,PGR005071,5071,549.8000,549.8000,549.8000,6957.2700,1,1,2026-08-24T00:00:00.000
5072,20260821,20260704,20260605,59520,402,225,477,156,244,3,6,5,PGR005072,5072,550.5000,550.5000,550.5000,6958.6400,1,1,2026-08-24T00:00:00.000
5073,20260814,20260619,20260731,8820,492,292,463,317,49,6,1,2,PGR005073,5073,551.2000,551.2000,551.2000,6960.0100,1,1,2026-08-24T00:00:00.000
5074,20260719,20260620,20260725,45000,160,227,31,117,110,3,2,5,PGR005074,5074,551.9000,551.9000,551.9000,6961.3800,1,1,2026-08-24T00:00:00.000
5075,20260713,20260709,20260621,52200,25,411,343,130,356,5,6,4,PGR005075,5075,552.6000,552.6000,552.6000,6962.7500,1,1,2026-08-24T00:00:00.000
5076,20260614,20260620,20260530,41520,480,26,422,312,3,3,4,3,PGR005076,5076,553.3000,553.3000,553.3000,6964.1200,1,1,2026-08-24T00:00:00.000
5077,20260626,20260803,20260824,26460,460,200,25,319,452,2,1,3,PGR005077,5077,554.0000,554.0000,554.0000,6965.4900,1,1,2026-08-24T00:00:00.000
5078,20260813,20260811,20260610,70080,122,35,440,86,264,3,1,5,PGR005078,5078,554.7000,554.7000,554.7000,6966.8600,1,1,2026-08-24T00:00:00.000
5079,20260615,20260807,20260604,70680,242,409,265,204,419,6,7,2,PGR005079,5079,555.4000,555.4000,555.4000,6968.2300,1,1,2026-08-24T00:00:00.000
5080,20260625,20260807,20260813,35400,321,449,374,274,184,6,5,4,PGR005080,5080,556.1000,556.1000,556.1000,6969.6000,1,1,2026-08-24T00:00:00.000
5081,20260717,20260817,20260628,32400,221,39,136,254,371,4,1,5,PGR005081,5081,556.8000,556.8000,556.8000,6970.9700,1,1,2026-08-24T00:00:00.000
5082,20260813,20260731,20260704,83100,227,115,297,259,170,8,3,4,PGR005082,5082,557.5000,557.5000,557.5000,6972.3400,1,1,2026-08-24T00:00:00.000
5083,20260815,20260613,20260814,61500,64,336,-1,194,-1,2,4,4,PGR005083,5083,558.2000,558.2000,558.2000,6973.7100,1,1,2026-08-24T00:00:00.000
5084,20260713,20260808,20260707,42840,31,71,459,264,3,4,4,1,PGR005084,5084,558.9000,558.9000,558.9000,6975.0800,1,1,2026-08-24T00:00:00.000
5085,20260627,20260806,20260609,8760,232,30,135,153,81,5,1,5,PGR005085,5085,559.6000,559.6000,559.6000,6976.4500,1,1,2026-08-24T00:00:00.000
5086,20260531,20260610,20260727,2580,153,35,143,175,221,2,7,2,PGR005086,5086,560.3000,560.3000,560.3000,6977.8200,1,1,2026-08-24T00:00:00.000
5087,20260703,20260719,20260724,55860,205,196,485,225,2,5,5,3,PGR005087,5087,561.0000,561.0000,561.0000,6979.1900,1,1,2026-08-24T00:00:00.000
5088,20260809,20260714,20260531,71580,242,57,422,88,24,7,6,3,PGR005088,5088,561.7000,561.7000,561.7000,6980.5600,1,1,2026-08-24T00:00:00.000
5089,20260605,20260725,20260726,22560,117,79,190,274,333,6,5,2,PGR005089,5089,562.4000,562.4000,562.4000,6981.9300,1,1,2026-08-24T00:00:00.000
5090,20260727,20260622,20260604,64620,241,429,105,99,232,1,3,2,PGR005090,5090,563.1000,563.1000,563.1000,6983.3000,1,1,2026-08-24T00:00:00.000
5091,20260816,20260708,20260819,79560,37,24,479,210,392,4,7,5,PGR005091,5091,563.8000,563.8000,563.8000,6984.6700,1,1,2026-08-24T00:00:00.000
5092,20260813,20260705,20260813,75900,315,239,198,119,96,4,2,2,PGR005092,5092,564.5000,564.5000,564.5000,6986.0400,1,1,2026-08-24T00:00:00.000
5093,20260726,20260722,20260824,15900,316,203,458,344,470,2,2,4,PGR005093,5093,565.2000,565.2000,565.2000,6987.4100,1,1,2026-08-24T00:00:00.000
5094,20260806,20260824,20260719,16920,87,123,477,61,480,5,7,2,PGR005094,5094,565.9000,565.9000,565.9000,6988.7800,1,1,2026-08-24T00:00:00.000
5095,20260625,20260604,20260806,1020,192,440,263,265,89,8,6,5,PGR005095,5095,566.6000,566.6000,566.6000,6990.1500,1,1,2026-08-24T00:00:00.000
5096,20260728,20260618,20260816,47220,339,421,412,61,460,6,4,3,PGR005096,5096,567.3000,567.3000,567.3000,6991.5200,1,1,2026-08-24T00:00:00.000
5097,20260618,20260807,20260627,39720,11,77,60,180,216,2,2,1,PGR005097,5097,568.0000,568.0000,568.0000,6992.8900,1,1,2026-08-24T00:00:00.000
5098,20260727,20260716,20260613,29220,70,341,482,340,142,2,4,4,PGR005098,5098,568.7000,568.7000,568.7000,6994.2600,1,1,2026-08-24T00:00:00.000
5099,20260706,20260820,20260809,28200,222,351,93,204,102,3,3,2,PGR005099,5099,569.4000,569.4000,569.4000,6995.6300,1,1,2026-08-24T00:00:00.000
5100,20260621,20260806,20260815,26100,410,10,-1,36,-1,4,1,1,PGR005100,5100,570.1000,570.1000,570.1000,6997.0000,1,1,2026-08-24T00:00:00.000
5101,20260818,20260720,20260719,51840,53,392,6,277,335,5,6,2,PGR005101,5101,570.8000,570.8000,570.8000,6998.3700,1,1,2026-08-24T00:00:00.000
5102,20260527,20260803,20260629,2940,404,231,196,89,50,2,5,3,PGR005102,5102,571.5000,571.5000,571.5000,6999.7400,1,1,2026-08-24T00:00:00.000
5103,20260606,20260530,20260726,31500,202,159,231,234,212,4,5,2,PGR005103,5103,572.2000,572.2000,572.2000,7001.1100,1,1,2026-08-24T00:00:00.000
5104,20260629,20260720,20260527,17580,198,16,57,15,159,7,1,4,PGR005104,5104,572.9000,572.9000,572.9000,7002.4800,1,1,2026-08-24T00:00:00.000
5105,20260721,20260623,20260612,43920,150,371,359,112,381,8,2,5,PGR005105,5105,573.6000,573.6000,573.6000,7003.8500,1,1,2026-08-24T00:00:00.000
5106,20260622,20260728,20260621,38040,377,40,400,91,41,4,1,1,PGR005106,5106,574.3000,574.3000,574.3000,7005.2200,1,1,2026-08-24T00:00:00.000
5107,20260822,20260615,20260817,30360,239,484,261,235,182,5,1,3,PGR005107,5107,575.0000,575.0000,575.0000,7006.5900,1,1,2026-08-24T00:00:00.000
5108,20260608,20260713,20260529,60660,467,262,278,214,268,4,2,4,PGR005108,5108,575.7000,575.7000,575.7000,7007.9600,1,1,2026-08-24T00:00:00.000
5109,20260823,20260812,20260715,68880,309,249,486,320,83,2,4,3,PGR005109,5109,576.4000,576.4000,576.4000,7009.3300,1,1,2026-08-24T00:00:00.000
5110,20260721,20260529,20260814,52320,359,368,54,217,498,3,5,1,PGR005110,5110,577.1000,577.1000,577.1000,7010.7000,1,1,2026-08-24T00:00:00.000
5111,20260816,20260627,20260713,82980,360,128,197,257,376,6,4,5,PGR005111,5111,577.8000,577.8000,577.8000,7012.0700,1,1,2026-08-24T00:00:00.000
5112,20260730,20260713,20260810,85860,449,421,202,164,212,3,4,4,PGR005112,5112,578.5000,578.5000,578.5000,7013.4400,1,1,2026-08-24T00:00:00.000
5113,20260718,20260723,20260815,64800,238,120,75,252,9,7,2,1,PGR005113,5113,579.2000,579.2000,579.2000,7014.8100,1,1,2026-08-24T00:00:00.000
5114,20260819,20260804,20260823,6960,268,5,3,110,367,6,3,3,PGR005114,5114,579.9000,579.9000,579.9000,7016.1800,1,1,2026-08-24T00:00:00.000
5115,20260706,20260802,20260803,76980,451,92,303,286,470,4,1,2,PGR005115,5115,580.6000,580.6000,580.6000,7017.5500,1,1,2026-08-24T00:00:00.000
5116,20260531,20260801,20260623,81900,92,196,14,8,133,8,7,2,PGR005116,5116,581.3000,581.3000,581.3000,7018.9200,1,1,2026-08-24T00:00:00.000
5117,20260726,20260629,20260707,50340,37,343,-1,337,-1,1,2,5,PGR005117,5117,582.0000,582.0000,582.0000,7020.2900,1,1,2026-08-24T00:00:00.000
5118,20260711,20260627,20260604,56520,419,148,456,82,181,7,5,2,PGR005118,5118,582.7000,582.7000,582.7000,7021.6600,1,1,2026-08-24T00:00:00.000
5119,20260602,20260613,20260722,34380,307,7,383,114,2,2,4,3,PGR005119,5119,583.4000,583.4000,583.4000,7023.0300,1,1,2026-08-24T00:00:00.000
5120,20260809,20260528,20260624,45300,183,133,273,267,166,8,5,1,PGR005120,5120,584.1000,584.1000,584.1000,7024.4000,1,1,2026-08-24T00:00:00.000
5121,20260814,20260719,20260723,68220,6,445,39,175,500,8,5,2,PGR005121,5121,584.8000,584.8000,584.8000,7025.7700,1,1,2026-08-24T00:00:00.000
5122,20260817,20260811,20260802,36060,387,30,389,319,164,2,4,4,PGR005122,5122,585.5000,585.5000,585.5000,7027.1400,1,1,2026-08-24T00:00:00.000
5123,20260824,20260629,20260721,61680,126,327,301,136,367,3,5,4,PGR005123,5123,586.2000,586.2000,586.2000,7028.5100,1,1,2026-08-24T00:00:00.000
5124,20260703,20260609,20260621,80580,63,251,107,167,139,6,1,5,PGR005124,5124,586.9000,586.9000,586.9000,7029.8800,1,1,2026-08-24T00:00:00.000
5125,20260628,20260625,20260628,42540,419,410,123,316,97,4,4,5,PGR005125,5125,587.6000,587.6000,587.6000,7031.2500,1,1,2026-08-24T00:00:00.000
5126,20260626,20260704,20260530,14280,64,433,66,149,431,2,6,2,PGR005126,5126,588.3000,588.3000,588.3000,7032.6200,1,1,2026-08-24T00:00:00.000
5127,20260706,20260804,20260715,52740,33,275,441,48,475,6,5,3,PGR005127,5127,589.0000,589.0000,589.0000,7033.9900,1,1,2026-08-24T00:00:00.000
5128,20260820,20260629,20260707,4320,6,251,199,190,356,3,2,2,PGR005128,5128,589.7000,589.7000,589.7000,7035.3600,1,1,2026-08-24T00:00:00.000
5129,20260720,20260806,20260707,27300,420,467,444,327,9,6,4,2,PGR005129,5129,590.4000,590.4000,590.4000,7036.7300,1,1,2026-08-24T00:00:00.000
5130,20260727,20260731,20260712,4320,343,163,475,86,66,8,5,3,PGR005130,5130,591.1000,591.1000,591.1000,7038.1000,1,1,2026-08-24T00:00:00.000
5131,20260615,20260617,20260719,42000,405,125,446,342,457,5,2,5,PGR005131,5131,591.8000,591.8000,591.8000,7039.4700,1,1,2026-08-24T00:00:00.000
5132,20260708,20260818,20260723,65460,143,360,436,255,19,2,3,3,PGR005132,5132,592.5000,592.5000,592.5000,7040.8400,1,1,2026-08-24T00:00:00.000
5133,20260613,20260628,20260527,3420,391,16,42,143,412,1,6,5,PGR005133,5133,593.2000,593.2000,593.2000,7042.2100,1,1,2026-08-24T00:00:00.000
5134,20260713,20260731,20260604,59400,51,127,-1,134,-1,7,2,2,PGR005134,5134,593.9000,593.9000,593.9000,7043.5800,1,1,2026-08-24T00:00:00.000
5135,20260611,20260807,20260612,30660,238,131,375,83,215,3,3,3,PGR005135,5135,594.6000,594.6000,594.6000,7044.9500,1,1,2026-08-24T00:00:00.000
5136,20260822,20260701,20260801,31260,30,411,280,189,95,2,4,3,PGR005136,5136,595.3000,595.3000,595.3000,7046.3200,1,1,2026-08-24T00:00:00.000
5137,20260714,20260820,20260605,12600,227,196,123,219,320,7,1,4,PGR005137,5137,596.0000,596.0000,596.0000,7047.6900,1,1,2026-08-24T00:00:00.000
5138,20260712,20260704,20260717,36420,363,123,150,47,280,4,5,2,PGR005138,5138,596.7000,596.7000,596.7000,7049.0600,1,1,2026-08-24T00:00:00.000
5139,20260814,20260623,20260628,40740,334,434,491,169,317,4,4,2,PGR005139,5139,597.4000,597.4000,597.4000,7050.4300,1,1,2026-08-24T00:00:00.000
5140,20260722,20260531,20260707,1680,335,307,196,154,299,3,4,1,PGR005140,5140,598.1000,598.1000,598.1000,7051.8000,1,1,2026-08-24T00:00:00.000
5141,20260729,20260605,20260601,84540,482,12,330,57,482,2,2,2,PGR005141,5141,598.8000,598.8000,598.8000,7053.1700,1,1,2026-08-24T00:00:00.000
5142,20260701,20260821,20260809,20340,283,415,59,44,219,5,1,5,PGR005142,5142,599.5000,599.5000,599.5000,7054.5400,1,1,2026-08-24T00:00:00.000
5143,20260716,20260709,20260630,45540,43,377,455,56,278,1,2,2,PGR005143,5143,600.2000,600.2000,600.2000,7055.9100,1,1,2026-08-24T00:00:00.000
5144,20260810,20260619,20260618,39720,483,232,173,217,15,2,6,2,PGR005144,5144,600.9000,600.9000,600.9000,7057.2800,1,1,2026-08-24T00:00:00.000
5145,20260726,20260620,20260607,66120,85,143,134,96,140,5,3,3,PGR005145,5145,601.6000,601.6000,601.6000,7058.6500,1,1,2026-08-24T00:00:00.000
5146,20260823,20260819,20260610,39060,67,395,327,9,130,4,4,4,PGR005146,5146,602.3000,602.3000,602.3000,7060.0200,1,1,2026-08-24T00:00:00.000
5147,20260730,20260601,20260602,6780,356,25,81,58,354,2,5,4,PGR005147,5147,603.0000,603.0000,603.0000,7061.3900,1,1,2026-08-24T00:00:00.000
5148,20260707,20260601,20260813,37920,165,479,54,255,352,1,7,2,PGR005148,5148,603.7000,603.7000,603.7000,7062.7600,1,1,2026-08-24T00:00:00.000
5149,20260731,20260705,20260727,57540,284,190,476,70,83,7,5,4,PGR005149,5149,604.4000,604.4000,604.4000,7064.1300,1,1,2026-08-24T00:00:00.000
5150,20260707,20260708,20260531,37920,8,261,122,101,253,6,1,2,PGR005150,5150,605.1000,605.1000,605.1000,7065.5000,1,1,2026-08-24T00:00:00.000
5151,20260602,20260605,20260802,79560,107,445,-1,9,-1,8,4,1,PGR005151,5151,605.8000,605.8000,605.8000,7066.8700,1,1,2026-08-24T00:00:00.000
5152,20260723,20260729,20260723,63060,173,302,267,225,268,2,6,2,PGR005152,5152,606.5000,606.5000,606.5000,7068.2400,1,1,2026-08-24T00:00:00.000
5153,20260615,20260811,20260626,33660,4,234,94,176,89,8,1,3,PGR005153,5153,607.2000,607.2000,607.2000,7069.6100,1,1,2026-08-24T00:00:00.000
5154,20260804,20260712,20260608,79500,125,190,65,326,457,3,4,5,PGR005154,5154,607.9000,607.9000,607.9000,7070.9800,1,1,2026-08-24T00:00:00.000
5155,20260726,20260625,20260605,18060,291,128,59,263,19,6,4,5,PGR005155,5155,608.6000,608.6000,608.6000,7072.3500,1,1,2026-08-24T00:00:00.000
5156,20260613,20260611,20260703,62460,494,381,323,271,22,2,3,4,PGR005156,5156,609.3000,609.3000,609.3000,7073.7200,1,1,2026-08-24T00:00:00.000
5157,20260615,20260707,20260711,16980,29,87,164,164,75,4,4,1,PGR005157,5157,610.0000,610.0000,610.0000,7075.0900,1,1,2026-08-24T00:00:00.000
5158,20260710,20260724,20260602,2340,410,45,78,346,13,3,5,5,PGR005158,5158,610.7000,610.7000,610.7000,7076.4600,1,1,2026-08-24T00:00:00.000
5159,20260721,20260613,20260620,720,71,380,454,75,310,2,4,1,PGR005159,5159,611.4000,611.4000,611.4000,7077.8300,1,1,2026-08-24T00:00:00.000
5160,20260609,20260706,20260607,23760,30,115,407,45,195,7,5,1,PGR005160,5160,612.1000,612.1000,612.1000,7079.2000,1,1,2026-08-24T00:00:00.000
5161,20260610,20260531,20260529,26820,471,439,179,96,498,6,1,2,PGR005161,5161,612.8000,612.8000,612.8000,7080.5700,1,1,2026-08-24T00:00:00.000
5162,20260616,20260624,20260612,2820,13,333,288,243,191,5,7,5,PGR005162,5162,613.5000,613.5000,613.5000,7081.9400,1,1,2026-08-24T00:00:00.000
5163,20260617,20260823,20260821,18300,98,201,392,331,340,7,2,4,PGR005163,5163,614.2000,614.2000,614.2000,7083.3100,1,1,2026-08-24T00:00:00.000
5164,20260824,20260627,20260721,84780,442,411,454,64,231,4,6,4,PGR005164,5164,614.9000,614.9000,614.9000,7084.6800,1,1,2026-08-24T00:00:00.000
5165,20260529,20260729,20260611,83160,498,323,60,227,6,1,2,2,PGR005165,5165,615.6000,615.6000,615.6000,7086.0500,1,1,2026-08-24T00:00:00.000
5166,20260606,20260629,20260727,16020,477,19,15,271,210,5,3,5,PGR005166,5166,616.3000,616.3000,616.3000,7087.4200,1,1,2026-08-24T00:00:00.000
5167,20260820,20260612,20260705,600,56,169,435,330,416,2,6,3,PGR005167,5167,617.0000,617.0000,617.0000,7088.7900,1,1,2026-08-24T00:00:00.000
5168,20260613,20260609,20260605,75300,432,78,-1,224,-1,5,7,2,PGR005168,5168,617.7000,617.7000,617.7000,7090.1600,1,1,2026-08-24T00:00:00.000
5169,20260607,20260612,20260725,80880,215,229,374,285,283,6,4,2,PGR005169,5169,618.4000,618.4000,618.4000,7091.5300,1,1,2026-08-24T00:00:00.000
5170,20260824,20260621,20260527,68160,164,436,97,163,18,4,1,4,PGR005170,5170,619.1000,619.1000,619.1000,7092.9000,1,1,2026-08-24T00:00:00.000
5171,20260612,20260816,20260713,37440,138,287,393,148,51,8,6,5,PGR005171,5171,619.8000,619.8000,619.8000,7094.2700,1,1,2026-08-24T00:00:00.000
5172,20260611,20260727,20260713,31980,118,178,17,256,52,6,6,3,PGR005172,5172,620.5000,620.5000,620.5000,7095.6400,1,1,2026-08-24T00:00:00.000
5173,20260717,20260805,20260620,65460,45,266,57,166,32,6,2,3,PGR005173,5173,621.2000,621.2000,621.2000,7097.0100,1,1,2026-08-24T00:00:00.000
5174,20260802,20260618,20260629,61800,333,426,115,58,7,4,6,2,PGR005174,5174,621.9000,621.9000,621.9000,7098.3800,1,1,2026-08-24T00:00:00.000
5175,20260802,20260725,20260716,59940,452,343,395,315,89,3,2,5,PGR005175,5175,622.6000,622.6000,622.6000,7099.7500,1,1,2026-08-24T00:00:00.000
5176,20260713,20260725,20260705,4560,378,189,246,106,293,1,2,3,PGR005176,5176,623.3000,623.3000,623.3000,7101.1200,1,1,2026-08-24T00:00:00.000
5177,20260815,20260702,20260714,56760,176,434,245,105,421,1,3,5,PGR005177,5177,624.0000,624.0000,624.0000,7102.4900,1,1,2026-08-24T00:00:00.000
5178,20260713,20260609,20260710,83100,46,111,186,346,158,1,1,2,PGR005178,5178,624.7000,624.7000,624.7000,7103.8600,1,1,2026-08-24T00:00:00.000
5179,20260711,20260706,20260730,34800,18,167,482,162,168,1,1,3,PGR005179,5179,625.4000,625.4000,625.4000,7105.2300,1,1,2026-08-24T00:00:00.000
5180,20260611,20260802,20260617,64620,263,4,23,187,288,3,6,1,PGR005180,5180,626.1000,626.1000,626.1000,7106.6000,1,1,2026-08-24T00:00:00.000
5181,20260528,20260820,20260726,61560,491,171,102,114,224,3,6,2,PGR005181,5181,626.8000,626.8000,626.8000,7107.9700,1,1,2026-08-24T00:00:00.000
5182,20260620,20260702,20260527,15900,152,177,40,167,48,1,7,4,PGR005182,5182,627.5000,627.5000,627.5000,7109.3400,1,1,2026-08-24T00:00:00.000
5183,20260814,20260808,20260714,5640,259,432,348,252,377,7,6,3,PGR005183,5183,628.2000,628.2000,628.2000,7110.7100,1,1,2026-08-24T00:00:00.000
5184,20260613,20260712,20260606,60420,474,301,349,254,476,4,6,3,PGR005184,5184,628.9000,628.9000,628.9000,7112.0800,1,1,2026-08-24T00:00:00.000
5185,20260701,20260701,20260617,81900,297,429,-1,184,-1,4,6,3,PGR005185,5185,629.6000,629.6000,629.6000,7113.4500,1,1,2026-08-24T00:00:00.000
5186,20260530,20260709,20260627,38160,203,110,497,107,5,4,4,5,PGR005186,5186,630.3000,630.3000,630.3000,7114.8200,1,1,2026-08-24T00:00:00.000
5187,20260601,20260605,20260629,56100,394,400,211,23,91,8,4,5,PGR005187,5187,631.0000,631.0000,631.0000,7116.1900,1,1,2026-08-24T00:00:00.000
5188,20260713,20260729,20260805,69660,250,448,225,35,348,4,5,5,PGR005188,5188,631.7000,631.7000,631.7000,7117.5600,1,1,2026-08-24T00:00:00.000
5189,20260604,20260615,20260723,7080,51,353,478,193,279,3,3,2,PGR005189,5189,632.4000,632.4000,632.4000,7118.9300,1,1,2026-08-24T00:00:00.000
5190,20260630,20260612,20260609,40440,458,135,165,229,411,5,4,1,PGR005190,5190,633.1000,633.1000,633.1000,7120.3000,1,1,2026-08-24T00:00:00.000
5191,20260609,20260718,20260624,28140,304,359,57,280,70,4,5,5,PGR005191,5191,633.8000,633.8000,633.8000,7121.6700,1,1,2026-08-24T00:00:00.000
5192,20260531,20260813,20260603,60480,51,66,299,126,372,8,6,1,PGR005192,5192,634.5000,634.5000,634.5000,7123.0400,1,1,2026-08-24T00:00:00.000
5193,20260615,20260717,20260823,30720,125,100,186,155,142,2,6,2,PGR005193,5193,635.2000,635.2000,635.2000,7124.4100,1,1,2026-08-24T00:00:00.000
5194,20260804,20260716,20260819,29400,171,253,402,197,373,8,7,3,PGR005194,5194,635.9000,635.9000,635.9000,7125.7800,1,1,2026-08-24T00:00:00.000
5195,20260625,20260801,20260720,14580,93,385,190,37,262,3,3,4,PGR005195,5195,636.6000,636.6000,636.6000,7127.1500,1,1,2026-08-24T00:00:00.000
5196,20260815,20260704,20260803,54060,354,180,117,207,396,5,5,4,PGR005196,5196,637.3000,637.3000,637.3000,7128.5200,1,1,2026-08-24T00:00:00.000
5197,20260725,20260817,20260611,13860,85,45,412,200,47,7,2,1,PGR005197,5197,638.0000,638.0000,638.0000,7129.8900,1,1,2026-08-24T00:00:00.000
5198,20260626,20260718,20260615,15900,105,246,80,122,124,6,4,1,PGR005198,5198,638.7000,638.7000,638.7000,7131.2600,1,1,2026-08-24T00:00:00.000
5199,20260728,20260531,20260616,60780,486,289,318,63,19,6,1,4,PGR005199,5199,639.4000,639.4000,639.4000,7132.6300,1,1,2026-08-24T00:00:00.000
5200,20260818,20260710,20260810,66840,347,441,308,184,441,1,5,1,PGR005200,5200,640.1000,640.1000,640.1000,7134.0000,1,1,2026-08-24T00:00:00.000
5201,20260530,20260707,20260714,83640,440,425,113,50,360,7,6,5,PGR005201,5201,640.8000,640.8000,640.8000,7135.3700,1,1,2026-08-24T00:00:00.000
5202,20260717,20260618,20260702,85380,282,269,-1,245,-1,5,7,4,PGR005202,5202,641.5000,641.5000,641.5000,7136.7400,1,1,2026-08-24T00:00:00.000
5203,20260615,20260630,20260708,41160,475,133,404,65,33,5,7,3,PGR005203,5203,642.2000,642.2000,642.2000,7138.1100,1,1,2026-08-24T00:00:00.000
5204,20260824,20260712,20260720,120,181,28,394,277,246,1,2,4,PGR005204,5204,642.9000,642.9000,642.9000,7139.4800,1,1,2026-08-24T00:00:00.000
