EnergyDemandPeakKey,PeakDateKey,PeakTimeOfDayKey,EnergyMeterPointKey,EnergyDemandContractKey,PlantKey,UnitOfMeasureKey,DemandPeakEventNumber,PeakDemandQuantity,ContractExcessQuantity,PenaltyCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
3426,20260606,51120,54,162,273,6,EDP003426,398.300000,398.300000,4703.6200,1,1,2026-08-24T00:00:00.000
3427,20260527,47640,200,141,100,1,EDP003427,399.000000,399.000000,4704.9900,1,1,2026-08-24T00:00:00.000
3428,20260711,28620,6,368,313,6,EDP003428,399.700000,399.700000,4706.3600,1,1,2026-08-24T00:00:00.000
3429,20260727,9900,220,385,41,6,EDP003429,400.400000,400.400000,4707.7300,1,1,2026-08-24T00:00:00.000
3430,20260630,600,461,377,50,2,EDP003430,401.100000,401.100000,4709.1000,1,1,2026-08-24T00:00:00.000
3431,20260807,73680,375,409,154,4,EDP003431,401.800000,401.800000,4710.4700,1,1,2026-08-24T00:00:00.000
3432,20260724,66540,434,228,58,7,EDP003432,402.500000,402.500000,4711.8400,1,1,2026-08-24T00:00:00.000
3433,20260728,81300,50,4,252,1,EDP003433,403.200000,403.200000,4713.2100,1,1,2026-08-24T00:00:00.000
3434,20260713,84360,151,-1,270,1,EDP003434,403.900000,403.900000,4714.5800,1,1,2026-08-24T00:00:00.000
3435,20260610,27420,292,364,136,2,EDP003435,404.600000,404.600000,4715.9500,1,1,2026-08-24T00:00:00.000
3436,20260805,53400,453,380,133,1,EDP003436,405.300000,405.300000,4717.3200,1,1,2026-08-24T00:00:00.000
3437,20260724,48360,300,77,38,2,EDP003437,406.000000,406.000000,4718.6900,1,1,2026-08-24T00:00:00.000
3438,20260721,83160,27,14,7,1,EDP003438,406.700000,406.700000,4720.0600,1,1,2026-08-24T00:00:00.000
3439,20260724,7320,58,312,10,3,EDP003439,407.400000,407.400000,4721.4300,1,1,2026-08-24T00:00:00.000
3440,20260702,38340,165,19,173,6,EDP003440,408.100000,408.100000,4722.8000,1,1,2026-08-24T00:00:00.000
3441,20260626,49980,358,338,239,1,EDP003441,408.800000,408.800000,4724.1700,1,1,2026-08-24T00:00:00.000
3442,20260623,1980,261,126,246,4,EDP003442,409.500000,409.500000,4725.5400,1,1,2026-08-24T00:00:00.000
3443,20260801,19620,134,313,178,6,EDP003443,410.200000,410.200000,4726.9100,1,1,2026-08-24T00:00:00.000
3444,20260629,56160,269,499,308,7,EDP003444,410.900000,410.900000,4728.2800,1,1,2026-08-24T00:00:00.000
3445,20260703,51600,295,268,263,6,EDP003445,411.600000,411.600000,4729.6500,1,1,2026-08-24T00:00:00.000
3446,20260704,21540,191,60,244,3,EDP003446,412.300000,412.300000,4731.0200,1,1,2026-08-24T00:00:00.000
3447,20260701,82680,138,220,76,5,EDP003447,413.000000,413.000000,4732.3900,1,1,2026-08-24T00:00:00.000
3448,20260719,53460,318,362,289,5,EDP003448,413.700000,413.700000,4733.7600,1,1,2026-08-24T00:00:00.000
3449,20260611,61260,76,431,205,1,EDP003449,414.400000,414.400000,4735.1300,1,1,2026-08-24T00:00:00.000
3450,20260823,5040,350,490,331,4,EDP003450,415.100000,415.100000,4736.5000,1,1,2026-08-24T00:00:00.000
3451,20260802,7620,334,-1,234,3,EDP003451,415.800000,415.800000,4737.8700,1,1,2026-08-24T00:00:00.000
3452,20260626,35280,391,439,186,1,EDP003452,416.500000,416.500000,4739.2400,1,1,2026-08-24T00:00:00.000
3453,20260705,49080,370,54,185,6,EDP003453,417.200000,417.200000,4740.6100,1,1,2026-08-24T00:00:00.000
3454,20260725,46140,116,281,333,6,EDP003454,417.900000,417.900000,4741.9800,1,1,2026-08-24T00:00:00.000
3455,20260614,60060,238,211,126,3,EDP003455,418.600000,418.600000,4743.3500,1,1,2026-08-24T00:00:00.000
3456,20260701,44160,67,149,243,3,EDP003456,419.300000,419.300000,4744.7200,1,1,2026-08-24T00:00:00.000
3457,20260616,37260,282,298,319,2,EDP003457,420.000000,420.000000,4746.0900,1,1,2026-08-24T00:00:00.000
3458,20260811,14100,11,33,195,7,EDP003458,420.700000,420.700000,4747.4600,1,1,2026-08-24T00:00:00.000
3459,20260708,10920,299,287,339,6,EDP003459,421.400000,421.400000,4748.8300,1,1,2026-08-24T00:00:00.000
3460,20260704,77100,192,106,3,7,EDP003460,422.100000,422.100000,4750.2000,1,1,2026-08-24T00:00:00.000
3461,20260820,67800,452,417,162,6,EDP003461,422.800000,422.800000,4751.5700,1,1,2026-08-24T00:00:00.000
3462,20260705,48540,22,495,111,7,EDP003462,423.500000,423.500000,4752.9400,1,1,2026-08-24T00:00:00.000
3463,20260811,74580,97,168,48,6,EDP003463,424.200000,424.200000,4754.3100,1,1,2026-08-24T00:00:00.000
3464,20260802,13500,202,463,194,2,EDP003464,424.900000,424.900000,4755.6800,1,1,2026-08-24T00:00:00.000
3465,20260821,5700,68,241,197,6,EDP003465,425.600000,425.600000,4757.0500,1,1,2026-08-24T00:00:00.000
3466,20260707,66900,247,48,210,3,EDP003466,426.300000,426.300000,4758.4200,1,1,2026-08-24T00:00:00.000
3467,20260703,19740,421,182,314,6,EDP003467,427.000000,427.000000,4759.7900,1,1,2026-08-24T00:00:00.000
3468,20260608,14880,468,-1,58,6,EDP003468,427.700000,427.700000,4761.1600,1,1,2026-08-24T00:00:00.000
3469,20260726,27660,101,395,43,7,EDP003469,428.400000,428.400000,4762.5300,1,1,2026-08-24T00:00:00.000
3470,20260717,21600,273,377,247,2,EDP003470,429.100000,429.100000,4763.9000,1,1,2026-08-24T00:00:00.000
3471,20260601,25140,408,474,193,3,EDP003471,429.800000,429.800000,4765.2700,1,1,2026-08-24T00:00:00.000
3472,20260709,44700,302,475,102,2,EDP003472,430.500000,430.500000,4766.6400,1,1,2026-08-24T00:00:00.000
3473,20260707,7440,216,323,115,2,EDP003473,431.200000,431.200000,4768.0100,1,1,2026-08-24T00:00:00.000
3474,20260727,31140,318,145,164,2,EDP003474,431.900000,431.900000,4769.3800,1,1,2026-08-24T00:00:00.000
3475,20260624,84360,429,58,35,4,EDP003475,432.600000,432.600000,4770.7500,1,1,2026-08-24T00:00:00.000
3476,20260822,61200,468,145,330,6,EDP003476,433.300000,433.300000,4772.1200,1,1,2026-08-24T00:00:00.000
3477,20260601,29100,330,334,188,2,EDP003477,434.000000,434.000000,4773.4900,1,1,2026-08-24T00:00:00.000
3478,20260808,26340,381,216,341,3,EDP003478,434.700000,434.700000,4774.8600,1,1,2026-08-24T00:00:00.000
3479,20260611,25500,103,160,102,4,EDP003479,435.400000,435.400000,4776.2300,1,1,2026-08-24T00:00:00.000
3480,20260703,41940,444,396,76,4,EDP003480,436.100000,436.100000,4777.6000,1,1,2026-08-24T00:00:00.000
3481,20260809,66840,102,424,47,7,EDP003481,436.800000,436.800000,4778.9700,1,1,2026-08-24T00:00:00.000
3482,20260613,3060,483,137,61,2,EDP003482,437.500000,437.500000,4780.3400,1,1,2026-08-24T00:00:00.000
3483,20260818,65700,116,69,235,1,EDP003483,438.200000,438.200000,4781.7100,1,1,2026-08-24T00:00:00.000
3484,20260607,64980,454,29,209,4,EDP003484,438.900000,438.900000,4783.0800,1,1,2026-08-24T00:00:00.000
3485,20260818,33600,48,-1,320,3,EDP003485,439.600000,439.600000,4784.4500,1,1,2026-08-24T00:00:00.000
3486,20260607,30000,401,228,239,6,EDP003486,440.300000,440.300000,4785.8200,1,1,2026-08-24T00:00:00.000
3487,20260531,53460,449,254,3,5,EDP003487,441.000000,441.000000,4787.1900,1,1,2026-08-24T00:00:00.000
3488,20260723,82680,307,162,12,2,EDP003488,441.700000,441.700000,4788.5600,1,1,2026-08-24T00:00:00.000
3489,20260808,36720,459,231,276,2,EDP003489,442.400000,442.400000,4789.9300,1,1,2026-08-24T00:00:00.000
3490,20260727,13260,15,466,284,4,EDP003490,443.100000,443.100000,4791.3000,1,1,2026-08-24T00:00:00.000
3491,20260615,55500,460,372,62,5,EDP003491,443.800000,443.800000,4792.6700,1,1,2026-08-24T00:00:00.000
3492,20260728,33360,408,174,317,2,EDP003492,444.500000,444.500000,4794.0400,1,1,2026-08-24T00:00:00.000
3493,20260531,44280,186,424,82,7,EDP003493,445.200000,445.200000,4795.4100,1,1,2026-08-24T00:00:00.000
3494,20260821,19200,189,313,168,7,EDP003494,445.900000,445.900000,4796.7800,1,1,2026-08-24T00:00:00.000
3495,20260529,58620,59,449,45,6,EDP003495,446.600000,446.600000,4798.1500,1,1,2026-08-24T00:00:00.000
3496,20260623,1320,41,160,182,1,EDP003496,447.300000,447.300000,4799.5200,1,1,2026-08-24T00:00:00.000
3497,20260628,60,270,493,94,7,EDP003497,448.000000,448.000000,4800.8900,1,1,2026-08-24T00:00:00.000
3498,20260620,28740,339,96,208,4,EDP003498,448.700000,448.700000,4802.2600,1,1,2026-08-24T00:00:00.000
3499,20260610,44220,53,227,5,2,EDP003499,449.400000,449.400000,4803.6300,1,1,2026-08-24T00:00:00.000
3500,20260616,19260,299,305,180,7,EDP003500,450.100000,450.100000,4805.0000,1,1,2026-08-24T00:00:00.000
3501,20260720,7380,119,486,29,5,EDP003501,450.800000,450.800000,4806.3700,1,1,2026-08-24T00:00:00.000
3502,20260719,26940,153,-1,324,2,EDP003502,451.500000,451.500000,4807.7400,1,1,2026-08-24T00:00:00.000
3503,20260816,60600,364,303,134,7,EDP003503,452.200000,452.200000,4809.1100,1,1,2026-08-24T00:00:00.000
3504,20260717,64800,402,16,141,3,EDP003504,452.900000,452.900000,4810.4800,1,1,2026-08-24T00:00:00.000
3505,20260730,81180,74,232,137,3,EDP003505,453.600000,453.600000,4811.8500,1,1,2026-08-24T00:00:00.000
3506,20260619,4440,181,250,51,5,EDP003506,454.300000,454.300000,4813.2200,1,1,2026-08-24T00:00:00.000
3507,20260801,82860,428,403,194,1,EDP003507,455.000000,455.000000,4814.5900,1,1,2026-08-24T00:00:00.000
3508,20260715,37380,205,440,17,4,EDP003508,455.700000,455.700000,4815.9600,1,1,2026-08-24T00:00:00.000
3509,20260724,67800,457,416,346,2,EDP003509,456.400000,456.400000,4817.3300,1,1,2026-08-24T00:00:00.000
3510,20260628,75960,341,23,349,1,EDP003510,457.100000,457.100000,4818.7000,1,1,2026-08-24T00:00:00.000
3511,20260602,30000,99,283,131,3,EDP003511,457.800000,457.800000,4820.0700,1,1,2026-08-24T00:00:00.000
3512,20260802,48840,76,69,82,2,EDP003512,458.500000,458.500000,4821.4400,1,1,2026-08-24T00:00:00.000
3513,20260605,14640,400,470,279,5,EDP003513,459.200000,459.200000,4822.8100,1,1,2026-08-24T00:00:00.000
3514,20260716,41760,148,388,101,7,EDP003514,459.900000,459.900000,4824.1800,1,1,2026-08-24T00:00:00.000
3515,20260821,86100,389,355,265,2,EDP003515,460.600000,460.600000,4825.5500,1,1,2026-08-24T00:00:00.000
3516,20260810,10020,404,28,30,7,EDP003516,461.300000,461.300000,4826.9200,1,1,2026-08-24T00:00:00.000
3517,20260728,59760,16,342,103,6,EDP003517,462.000000,462.000000,4828.2900,1,1,2026-08-24T00:00:00.000
3518,20260609,12660,115,478,153,5,EDP003518,462.700000,462.700000,4829.6600,1,1,2026-08-24T00:00:00.000
3519,20260721,38700,73,-1,181,7,EDP003519,463.400000,463.400000,4831.0300,1,1,2026-08-24T00:00:00.000
3520,20260713,82260,194,278,78,7,EDP003520,464.100000,464.100000,4832.4000,1,1,2026-08-24T00:00:00.000
3521,20260627,58320,365,67,74,4,EDP003521,464.800000,464.800000,4833.7700,1,1,2026-08-24T00:00:00.000
3522,20260627,12720,330,361,119,2,EDP003522,465.500000,465.500000,4835.1400,1,1,2026-08-24T00:00:00.000
3523,20260618,72600,381,221,166,5,EDP003523,466.200000,466.200000,4836.5100,1,1,2026-08-24T00:00:00.000
3524,20260620,78660,62,184,344,6,EDP003524,466.900000,466.900000,4837.8800,1,1,2026-08-24T00:00:00.000
3525,20260818,14640,189,196,272,1,EDP003525,467.600000,467.600000,4839.2500,1,1,2026-08-24T00:00:00.000
3526,20260814,13560,81,296,83,7,EDP003526,468.300000,468.300000,4840.6200,1,1,2026-08-24T00:00:00.000
3527,20260817,51960,291,173,83,6,EDP003527,469.000000,469.000000,4841.9900,1,1,2026-08-24T00:00:00.000
3528,20260620,40440,373,73,312,3,EDP003528,469.700000,469.700000,4843.3600,1,1,2026-08-24T00:00:00.000
3529,20260614,14520,350,107,130,7,EDP003529,470.400000,470.400000,4844.7300,1,1,2026-08-24T00:00:00.000
3530,20260801,46080,51,271,289,6,EDP003530,471.100000,471.100000,4846.1000,1,1,2026-08-24T00:00:00.000
3531,20260710,70920,293,84,314,7,EDP003531,471.800000,471.800000,4847.4700,1,1,2026-08-24T00:00:00.000
3532,20260616,83940,459,123,188,4,EDP003532,472.500000,472.500000,4848.8400,1,1,2026-08-24T00:00:00.000
3533,20260813,69000,175,346,56,4,EDP003533,473.200000,473.200000,4850.2100,1,1,2026-08-24T00:00:00.000
3534,20260713,37920,183,390,2,2,EDP003534,473.900000,473.900000,4851.5800,1,1,2026-08-24T00:00:00.000
3535,20260722,2220,413,147,250,6,EDP003535,474.600000,474.600000,4852.9500,1,1,2026-08-24T00:00:00.000
3536,20260726,5580,273,-1,96,7,EDP003536,475.300000,475.300000,4854.3200,1,1,2026-08-24T00:00:00.000
3537,20260820,33180,61,149,223,3,EDP003537,476.000000,476.000000,4855.6900,1,1,2026-08-24T00:00:00.000
3538,20260731,58500,301,109,282,1,EDP003538,476.700000,476.700000,4857.0600,1,1,2026-08-24T00:00:00.000
3539,20260824,44940,32,201,285,4,EDP003539,477.400000,477.400000,4858.4300,1,1,2026-08-24T00:00:00.000
3540,20260707,35040,55,435,346,1,EDP003540,478.100000,478.100000,4859.8000,1,1,2026-08-24T00:00:00.000
3541,20260726,49680,467,241,80,5,EDP003541,478.800000,478.800000,4861.1700,1,1,2026-08-24T00:00:00.000
3542,20260819,22260,170,500,350,7,EDP003542,479.500000,479.500000,4862.5400,1,1,2026-08-24T00:00:00.000
3543,20260820,11940,425,273,32,6,EDP003543,480.200000,480.200000,4863.9100,1,1,2026-08-24T00:00:00.000
3544,20260610,83880,316,210,185,4,EDP003544,480.900000,480.900000,4865.2800,1,1,2026-08-24T00:00:00.000
3545,20260712,77280,242,243,229,1,EDP003545,481.600000,481.600000,4866.6500,1,1,2026-08-24T00:00:00.000
3546,20260702,45900,153,414,251,7,EDP003546,482.300000,482.300000,4868.0200,1,1,2026-08-24T00:00:00.000
3547,20260706,18840,16,408,248,1,EDP003547,483.000000,483.000000,4869.3900,1,1,2026-08-24T00:00:00.000
3548,20260803,64500,3,212,89,1,EDP003548,483.700000,483.700000,4870.7600,1,1,2026-08-24T00:00:00.000
3549,20260805,43440,4,417,298,3,EDP003549,484.400000,484.400000,4872.1300,1,1,2026-08-24T00:00:00.000
3550,20260528,12300,230,38,213,6,EDP003550,485.100000,485.100000,4873.5000,1,1,2026-08-24T00:00:00.000
3551,20260714,34500,356,174,89,1,EDP003551,485.800000,485.800000,4874.8700,1,1,2026-08-24T00:00:00.000
3552,20260615,2160,325,89,154,4,EDP003552,486.500000,486.500000,4876.2400,1,1,2026-08-24T00:00:00.000
3553,20260701,5220,453,-1,137,2,EDP003553,487.200000,487.200000,4877.6100,1,1,2026-08-24T00:00:00.000
3554,20260814,76140,193,307,207,5,EDP003554,487.900000,487.900000,4878.9800,1,1,2026-08-24T00:00:00.000
3555,20260816,33900,259,304,122,3,EDP003555,488.600000,488.600000,4880.3500,1,1,2026-08-24T00:00:00.000
3556,20260729,41400,130,477,65,5,EDP003556,489.300000,489.300000,4881.7200,1,1,2026-08-24T00:00:00.000
3557,20260627,75060,277,17,72,1,EDP003557,490.000000,490.000000,4883.0900,1,1,2026-08-24T00:00:00.000
3558,20260704,23580,304,500,330,5,EDP003558,490.700000,490.700000,4884.4600,1,1,2026-08-24T00:00:00.000
3559,20260531,71700,181,136,293,1,EDP003559,491.400000,491.400000,4885.8300,1,1,2026-08-24T00:00:00.000
3560,20260729,19560,318,485,273,3,EDP003560,492.100000,492.100000,4887.2000,1,1,2026-08-24T00:00:00.000
3561,20260816,68220,323,334,289,7,EDP003561,492.800000,492.800000,4888.5700,1,1,2026-08-24T00:00:00.000
3562,20260616,39960,56,93,113,4,EDP003562,493.500000,493.500000,4889.9400,1,1,2026-08-24T00:00:00.000
3563,20260527,77580,473,268,56,5,EDP003563,494.200000,494.200000,4891.3100,1,1,2026-08-24T00:00:00.000
3564,20260627,79260,109,330,39,7,EDP003564,494.900000,494.900000,4892.6800,1,1,2026-08-24T00:00:00.000
3565,20260817,81540,61,472,131,7,EDP003565,495.600000,495.600000,4894.0500,1,1,2026-08-24T00:00:00.000
3566,20260705,35880,28,123,319,2,EDP003566,496.300000,496.300000,4895.4200,1,1,2026-08-24T00:00:00.000
3567,20260613,23880,131,265,71,7,EDP003567,497.000000,497.000000,4896.7900,1,1,2026-08-24T00:00:00.000
3568,20260717,26580,466,194,92,5,EDP003568,497.700000,497.700000,4898.1600,1,1,2026-08-24T00:00:00.000
3569,20260627,71760,53,432,159,1,EDP003569,498.400000,498.400000,4899.5300,1,1,2026-08-24T00:00:00.000
3570,20260708,76860,399,-1,60,3,EDP003570,499.100000,499.100000,4900.9000,1,1,2026-08-24T00:00:00.000
3571,20260722,3360,297,111,52,3,EDP003571,499.800000,499.800000,4902.2700,1,1,2026-08-24T00:00:00.000
3572,20260630,76080,467,188,219,7,EDP003572,500.500000,500.500000,4903.6400,1,1,2026-08-24T00:00:00.000
3573,20260707,21720,293,211,115,2,EDP003573,501.200000,501.200000,4905.0100,1,1,2026-08-24T00:00:00.000
3574,20260615,69480,207,217,226,5,EDP003574,501.900000,501.900000,4906.3800,1,1,2026-08-24T00:00:00.000
3575,20260630,60000,417,185,81,7,EDP003575,502.600000,502.600000,4907.7500,1,1,2026-08-24T00:00:00.000
3576,20260707,27300,13,214,151,7,EDP003576,503.300000,503.300000,4909.1200,1,1,2026-08-24T00:00:00.000
3577,20260627,25800,488,303,203,6,EDP003577,504.000000,504.000000,4910.4900,1,1,2026-08-24T00:00:00.000
3578,20260605,77100,340,70,69,6,EDP003578,504.700000,504.700000,4911.8600,1,1,2026-08-24T00:00:00.000
3579,20260722,4740,133,138,137,4,EDP003579,505.400000,505.400000,4913.2300,1,1,2026-08-24T00:00:00.000
3580,20260730,75660,162,220,125,2,EDP003580,506.100000,506.100000,4914.6000,1,1,2026-08-24T00:00:00.000
3581,20260609,63300,332,94,291,4,EDP003581,506.800000,506.800000,4915.9700,1,1,2026-08-24T00:00:00.000
3582,20260819,14160,327,287,135,2,EDP003582,507.500000,507.500000,4917.3400,1,1,2026-08-24T00:00:00.000
3583,20260612,61200,26,164,315,7,EDP003583,508.200000,508.200000,4918.7100,1,1,2026-08-24T00:00:00.000
3584,20260614,31680,269,499,333,1,EDP003584,508.900000,508.900000,4920.0800,1,1,2026-08-24T00:00:00.000
3585,20260817,57600,113,59,233,2,EDP003585,509.600000,509.600000,4921.4500,1,1,2026-08-24T00:00:00.000
3586,20260823,900,470,480,15,4,EDP003586,510.300000,510.300000,4922.8200,1,1,2026-08-24T00:00:00.000
3587,20260703,77220,461,-1,75,5,EDP003587,511.000000,511.000000,4924.1900,1,1,2026-08-24T00:00:00.000
3588,20260813,10140,136,244,254,2,EDP003588,511.700000,511.700000,4925.5600,1,1,2026-08-24T00:00:00.000
3589,20260805,83760,366,399,303,6,EDP003589,512.400000,512.400000,4926.9300,1,1,2026-08-24T00:00:00.000
3590,20260724,14520,44,301,326,4,EDP003590,513.100000,513.100000,4928.3000,1,1,2026-08-24T00:00:00.000
3591,20260714,26040,179,233,350,5,EDP003591,513.800000,513.800000,4929.6700,1,1,2026-08-24T00:00:00.000
3592,20260626,6660,465,126,193,2,EDP003592,514.500000,514.500000,4931.0400,1,1,2026-08-24T00:00:00.000
3593,20260529,57120,33,79,326,2,EDP003593,515.200000,515.200000,4932.4100,1,1,2026-08-24T00:00:00.000
3594,20260607,72180,356,465,5,7,EDP003594,515.900000,515.900000,4933.7800,1,1,2026-08-24T00:00:00.000
3595,20260619,56160,198,231,241,2,EDP003595,516.600000,516.600000,4935.1500,1,1,2026-08-24T00:00:00.000
3596,20260713,17400,496,243,109,7,EDP003596,517.300000,517.300000,4936.5200,1,1,2026-08-24T00:00:00.000
3597,20260605,42900,192,470,178,4,EDP003597,518.000000,518.000000,4937.8900,1,1,2026-08-24T00:00:00.000
3598,20260702,840,42,86,65,3,EDP003598,518.700000,518.700000,4939.2600,1,1,2026-08-24T00:00:00.000
3599,20260708,86280,178,27,245,1,EDP003599,519.400000,519.400000,4940.6300,1,1,2026-08-24T00:00:00.000
3600,20260814,19920,482,356,24,5,EDP003600,520.100000,520.100000,4942.0000,1,1,2026-08-24T00:00:00.000
3601,20260613,4260,20,352,349,3,EDP003601,520.800000,520.800000,4943.3700,1,1,2026-08-24T00:00:00.000
3602,20260618,24360,43,39,61,6,EDP003602,521.500000,521.500000,4944.7400,1,1,2026-08-24T00:00:00.000
3603,20260822,80280,71,270,164,5,EDP003603,522.200000,522.200000,4946.1100,1,1,2026-08-24T00:00:00.000
3604,20260727,12180,34,-1,25,1,EDP003604,522.900000,522.900000,4947.4800,1,1,2026-08-24T00:00:00.000
3605,20260616,80460,53,333,90,1,EDP003605,523.600000,523.600000,4948.8500,1,1,2026-08-24T00:00:00.000
3606,20260805,36840,411,191,143,2,EDP003606,524.300000,524.300000,4950.2200,1,1,2026-08-24T00:00:00.000
3607,20260612,5820,19,423,204,7,EDP003607,525.000000,525.000000,4951.5900,1,1,2026-08-24T00:00:00.000
3608,20260623,74700,331,336,19,5,EDP003608,525.700000,525.700000,4952.9600,1,1,2026-08-24T00:00:00.000
3609,20260617,47580,171,171,337,1,EDP003609,526.400000,526.400000,4954.3300,1,1,2026-08-24T00:00:00.000
3610,20260607,360,297,39,173,4,EDP003610,527.100000,527.100000,4955.7000,1,1,2026-08-24T00:00:00.000
3611,20260615,61440,483,428,176,7,EDP003611,527.800000,527.800000,4957.0700,1,1,2026-08-24T00:00:00.000
3612,20260730,49320,306,198,106,4,EDP003612,528.500000,528.500000,4958.4400,1,1,2026-08-24T00:00:00.000
3613,20260602,44040,430,58,26,5,EDP003613,529.200000,529.200000,4959.8100,1,1,2026-08-24T00:00:00.000
3614,20260609,4980,58,352,277,2,EDP003614,529.900000,529.900000,4961.1800,1,1,2026-08-24T00:00:00.000
3615,20260627,44160,82,389,320,4,EDP003615,530.600000,530.600000,4962.5500,1,1,2026-08-24T00:00:00.000
3616,20260528,9300,149,162,39,2,EDP003616,531.300000,531.300000,4963.9200,1,1,2026-08-24T00:00:00.000
3617,20260708,62460,89,280,84,4,EDP003617,532.000000,532.000000,4965.2900,1,1,2026-08-24T00:00:00.000
3618,20260717,62400,436,19,35,1,EDP003618,532.700000,532.700000,4966.6600,1,1,2026-08-24T00:00:00.000
3619,20260527,39600,295,4,308,5,EDP003619,533.400000,533.400000,4968.0300,1,1,2026-08-24T00:00:00.000
3620,20260605,79980,182,408,35,7,EDP003620,534.100000,534.100000,4969.4000,1,1,2026-08-24T00:00:00.000
3621,20260614,28620,150,-1,222,7,EDP003621,534.800000,534.800000,4970.7700,1,1,2026-08-24T00:00:00.000
3622,20260626,30540,83,217,131,3,EDP003622,535.500000,535.500000,4972.1400,1,1,2026-08-24T00:00:00.000
3623,20260628,8220,449,153,102,1,EDP003623,536.200000,536.200000,4973.5100,1,1,2026-08-24T00:00:00.000
3624,20260804,7980,337,475,186,2,EDP003624,536.900000,536.900000,4974.8800,1,1,2026-08-24T00:00:00.000
3625,20260717,6720,379,213,56,4,EDP003625,537.600000,537.600000,4976.2500,1,1,2026-08-24T00:00:00.000
3626,20260721,4020,476,103,140,3,EDP003626,538.300000,538.300000,4977.6200,1,1,2026-08-24T00:00:00.000
3627,20260606,27780,50,204,109,5,EDP003627,539.000000,539.000000,4978.9900,1,1,2026-08-24T00:00:00.000
3628,20260703,62880,106,389,61,2,EDP003628,539.700000,539.700000,4980.3600,1,1,2026-08-24T00:00:00.000
